NAME_(ENG),ALT NAMES,REF1,REF2,OBLAST,COUNTRY,IMGQUAL,ICAO,ICAOR,ICAOSRC,CAT,SIG,LATD,LATM,LATS,LOND,LONM,LONS,SRCLATLON (G=GoogleLowRes H=GoogleHighRes X=not found),ELEV1FT,ELEV1SRC,ELEV2FT,ELEV2SRC,ELEV3FT,ELEV3SRC,LAT,LON,MAG2010,R1L,R1W,R1DIMSRC (G=googlelowres H=googlehighres),R1HDG,R1NAM,R1SFC,R2LEN,R2WID,R2DIMSRC,R2HDG,R2OVRUNNE,R2OVRUNSW,R2NAM,R2SFC,R2dg,R2len,USE,OPR,MILPURPOSECODE,UNITS,NOTES,
Kanevka,,2 km E,Kanevka,,RUS,,,,,N,,67,7.3,N,39,43,E,G,450,T82,,,,,67.1217,39.7167,,600,30,G,149,,GRAV,,,,,,,,,,,CIV,,,,Small airfield near Kanevka on the Kola Peninsula.,
Ponoy,,287 km N,Arkhangelsk,Murmanskaya,RUS,,,,,A,0,67,6.6,N,41,6.5,E,G,518,?,500,T82,,,67.11,41.1083,17,2200,40,,150,,?,,,,,,,,,,,MIL,,,,"Severely neglected airfield, barely visible; probably a forward staging field in the 1950s.",
Shoyna,Kiya (DoD),5 km SE,Shoyna,,RUS,,,,,A,,67,50,N,44,14.6,E,H,89,T82,,,,,67.8333,44.2433,,2000,60,G,98,,CONC,,,,,,,,,,,MIL,,,,"Major combat airfield with 2000 m runway in remote area of Barents Sea coast, probably built in 1940s or 1950s for northern defense, now almost completely dismantled.",
Chizha,,1 km SW,Chizha,,RUS,,,,,N,,67,5,N,44,21.7,E,G,,,,,,,67.0833,44.3617,,650,50,G,59,Apr-22,DIRT,,,,,,,,,,,CIV,,,,Minor airfield serving Chizha.,
Indiga,,1 km SW,Indiga,,RUS,,,,,N,,67,38.8,N,49,2.9,E,,62,,,,,,67.6467,49.0483,20,550,60,,151,14/32,,,,,,,,,,,,CIV,,,,,
Naryan Mar,,3 km E,Naryan Mar,,RUS,,ULAM,,CD,M,5,67,38.4,N,53,7.3,E,G,36,A,,,,,67.64,53.1217,22,2500,40,A,82,Jun-24,CONC,,,,,,,,,,,CIV,,,,"Mostly a civilian field, but runway length and tarmac space suggest possible military use.  The only airfield on the coast between Arkhangel and Novaya Zemlya.",
Kharyaginsky,,,,,RUS,,UURH,,,x,,67,12,N,56,47,E,,,,,,,,67.2,56.7833,,,,,,,DIRT,,,,,,,,,,,CIV,,,,Nothing on high-res imagery; this location may not in fact exist.,
Khorey-Ver,,?,,,RUS,,,,,x,,67,25,N,58,4,E,,,,,,,,67.4167,58.0667,,650,60,,,16/34,DIRT,,,,,,,,,,,CIV,,,,,
Vorkuta/Uchastok,,3 km W,Vorkuta,Komi,RUS,,UUYW,,CD,M,6,67,29.3,N,63,59.5,E,C,604,,,,,,67.4883,63.9917,23,2200,50,,102,Aug-26,ASPH,,,,,,,,,,,CIV,,,,Services small airliners.,
Vorkuta/Sovetskiy,Vorkuta East (US),11 km E,Vorkuta,Komi,RUS,4,,XUYK,C,M,7,67,27.8,N,64,18.4,E,G,630,?,577,O88,,,67.4633,64.3067,23,3500,78,C,33,,CONC,,,,,,,,,,,MIL,OGA,Z,,"Operated by OGA (Arctic Control Group), this is a staging base created in the late 1950s for intercontinental bombers.  The main runway is 80 m wide.  The 364 OSAE operated from this location.  OGA (Arctic Control Group).  Photos exist on russianplanes.net of Il-76 and Tu-95 aircraft.",
Novy Port,,,,,RUS,,USDW,,,x,,67,42,N,72,54,E,x,,,,,,,67.7,72.9,,,,,,,,,,,,,,,,,,,,,,Poor Google imagery; indeterminate.,
Yamburg,,21 km NW,Yamburg,Nenetskiy,RUS,,USM(ya),,,M,6,67,59.2,N,75,5.9,E,,108,,,,,,67.9867,75.0983,23,2430,42,,157,13/31,CONC,,,,,,,,,,,CIV,,,,"Services medium-sized airliners.  Probably a mining settlement.  Located in remote area of Siberia in Vorkuta region, 90 km southeast of Cape Kameny.",
Tazovskiy,,3 km NW,Tazovskiy,Tyumenskaya,RUS,,USDT,,,M,5,67,29,N,78,38.8,E,,92,,,,,,67.4833,78.6467,21,2420,100,,44,Apr-22,PLAT,800,39,,63,,,13/31,,,,CIV,,,,"Peculiar appearance on satellite; runway appears to be extremely wide, but this may just be an artifact.  Accommodates small transports.",
Igarka,,3 km S,Igarka,Krasnoyarskiy,RUS,,UOII,,,M,5,67,26.2,N,86,37.4,E,,82,,,,,,67.4367,86.6233,17,2512,46,,135,Dec-30,CONC,,,,,,,,,,,CIV,,,,"Accommodates medium-sized airliners.  Well-paved and maintained, however is isolated on an island and depends on ice crossing or ferry service.",
Batagay Alyta,Skayryr,1 km SW,Skayryr,,RUS,,UEBS,,,N,2,67,47.5,N,130,23.5,E,,1549,T90,,,,,67.7917,130.3917,17,2000,25,,107,,CONC,,,,,,,,,,,CIV,,,,Small civilian airfield.,
Verkhoyansk,Verkhoyansh,1 km SE,Verkhoyansk,,RUS,9,UEBW,,,M,,67,32.5,N,133,23.8,E,G,499,T90,,,,,67.5417,133.3967,17,1600,20,H,35,,GRAV,,,,,,,,,,,CIV,,,,Airfield appears to have been in much better condition in the 1950s with minor concrete runway; this runway is in poor condition now and is filled in with gravel in many areas.  Only about 1150 of hard surface exist on the 1600 m runway.  Several small maintenance buildings exist on the airfield.,
Batagay,,2 km E,Batagay,Yakutia,RUS,,UEBB,,CD,M,4,67,38.9,N,134,41.7,E,,696,?,709,T90,,,67.6483,134.695,17,2000,50,,28,,DIRT,650,,,103,,,,DIRT,240,237,CIV,,,,Civilian; services small transport prop planes.,
Srednekolymsk,Sredne Kolymsk,3 km N,Srednekolymsk,Yakutia,RUS,,UESK,,,N,2,67,28.7,N,153,44.1,E,,328,T97,,,,,67.4783,153.735,-11,3000,60,,20,,DIRT,,,,,,,,,,,CIV,,,,"Civilian airfield, most likely.",
Innakh,,1 km W,Mandrikovo,,RUS,,,,,N,,67,15.8,N,159,8.3,E,G,239,T97,,,,,67.2633,159.1383,,750,20,G,128,,DIRT,,,,,,,,,,,CIV,,,,Minor civilian airstrip serving the Omolon River town of Mandrikovo.,
Keperveyem,Keperveem,27 km SW,Bilibino,Chukotka,RUS,,UHMK,,CD,M,5,67,50.8,N,166,8.4,E,G,623,A,,,,,67.8467,166.14,-3,2000,60,A,86,Sep-27,DIRT,,,,,,,,,,,CIV,,,,Handles small transport aircraft.  About 20 km southwest of Bilibino.,
Iultin,,5 km NE,Iul'tin,,RUS,,,,,M,2,67,54.2,N,178,40.3,W,G,98,T,,,,,67.9033,-178.6717,6,1650,40,G,43,Apr-22,CONC,,,,,,,,,,,CIV,,,,Small paved airstrip servicing a very remote Chukot mining town.,
Alakurti,Alakurtti,3 km NW,Alakurtti,Murmanskaya,RUS,,,XLMA,C,M,5,66,58.6,N,30,21,E,C,1854,T04,1765,?,,,66.9767,30.35,12,2200,44,C,131,,CONC,,,,,,,,,,,MIL,,AH,,During the 1950s Alakurtti was suspected as being the most likely candidate for development of a major strategic bomber base; this did not occur and Olenegorsk became the primary bomber base.  It was home to 4th Naval Bomber Regiment flying Su-24 aircraft.  Helicopter services were provided by 485 OVP flying Mi-24 and Mi-8 helicopters.,
Loukhi,Loukhi West,11 km W,Louhi,Karelia,RUS,,,,,M,2,66,3.3,N,32,47.8,E,,328,,,,,,66.055,32.7967,13,2400,40,,75,,CONC,,,,,,,,,,,MIL,,Z,,Minor airstrip with only turnarounds and a 400 meter central taxiway.  Appears neglected.  Was probably for forward fighter deployments in the 1950s and 1960s.,
Kirovska/Khibini,Umba Northwest (US),32 km NW,Umba,Karelia,RUS,,,,,M,5,66,53.4,N,33,53,E,,285,T04,193,?,,,66.89,33.8833,13,3500,50,G,146,,CONC,,,,,,,,,,,CIV,,,,"New Kirov airport, services Tu-134 in summer and An-24 in winter.",
Umba,,2 km NE,Umba,,RUS,,ULMA,,C,N,,66,41.9,N,34,23.2,E,G,98,C,85,T04,,,66.6983,34.3867,,650,80,C,13,,GRAV,,,,,,,,,,,CIV,,,,Small civilian airfield serving the port town of Umba.,
Varzuga,,2 km N,Varzuga,,RUS,,,,,M,,66,24.7,N,36,35.7,E,G,150,T82,,,,,66.4117,36.595,,550,45,G,126,,CONC,,,,,,,,,,,MIL,,H,,Appears to be an Army helicopter operations field.,
Chavanga,,,,,RUS,,ULM-,,C,N,,66,6.7,N,37,45.2,E,C,98,C,,,,,66.1117,37.7533,,650,60,C,122,Nov-29,GRAV,,,,,,,,,,,CIV,,,,,
Tetrino,,,,,RUS,,ULMU,,C,N,,66,3.5,N,38,17.1,E,C,16,C,,,,,66.0583,38.285,,600,80,C,103,Sep-27,GRAV,,,,,,,,,,,CIV,,,,,
Chapoma,,2 km NW,Chapoma,,RUS,,,,,N,,66,6.9,N,38,49.7,E,G,100,T82,,,,,66.115,38.8283,,600,20,G,78,,GRAV,,,,,,,,,,,CIV,,,,Small airfield.,
Sosnovka,,1 km SW,Sosnovka,,RUS,,,,,N,,66,30.1,N,40,34.6,E,G,50,T82,,,,,66.5017,40.5767,,500,20,G,28,,DIRT,,,,,,,,,,,CIV,,,,Location and dimensions uncertain due to poor satellite imagery.,
Ruchi,,2 km SW,Ruchi,,RUS,,,,,N,,66,1.2,N,41,10.1,E,G,165,T82,,,,,66.02,41.1683,,650,20,G,39,,DIRT,,,,,,,,,,,CIV,,,,Location and dimensions uncertain due to poor satellite imagery.,
Koyda,,1 km SE,Koyda,,RUS,,,,,N,2,66,22.6,N,42,33.5,E,,10,,,,,,66.3767,42.5583,17,650,50,,71,Jun-24,DIRT,,,,,,,,,,,CIV,,,,"Minor airfield, barely visible on satellite.",
Dolgoshelye,,1 km NW,Dolgoshelye,,RUS,,,,,N,,66,3.2,N,43,25.5,E,,23,,,,,,66.0533,43.425,17,650,50,,140,Dec-30,DIRT,,,,,,,,,,,CIV,,,,,
Nes,,2 km W,Nes,,RUS,,ULJN,,,N,2,66,36.1,N,44,38.2,E,G,213,T82,184,Z,,,66.6017,44.6367,18,650,50,A,110,Oct-28,DIRT,,,,,,,,,,,CIV,,,,Small civilian airstrip.,
Vizhas,,1 km SE,Vizhas,,RUS,,,,,N,1,66,38.2,N,45,54.4,E,G,62,Z,,,,,66.6367,45.9067,18,550,60,,64,May-23,DIRT,,,,,,,,,,,CIV,,,,Minor airstrip; position estimated as there are no good candidates on satellite imagery.,
Oma,,1 km NE,Oma,,RUS,,,,,N,2,66,39.1,N,46,30.5,E,G,92,Z,,,,,66.6517,46.5083,19,600,60,A,108,Oct-28,DIRT,550,60,,,,,Mar-21,,,,CIV,,,,"Minor civilian airfield.  Runway heading is estimated, as there are two possible short runways.",
Snopa,,1 km SE,Snopa,,RUS,,,,,N,1,66,44.4,N,47,1.4,E,G,36,Z,,,,,66.74,47.0233,19,550,60,A,164,15/33,DIRT,,,,,,,,,,,CIV,,,,Minor civilian airstrip.  Position and runway heading are estimated (satellite imagery poor).,
Nizhnyaya Pesha,,2 km SW,Nizhnyaya Pesha,,RUS,,ULAV,,,N,2,66,44.3,N,47,43.7,E,G,246,T82,322,?,,,66.7383,47.7283,19,550,60,G,138,Dec-30,DIRT,,,,,,,,,,,CIV,,,,Minor civilian airstrip.,
Volokovaya,,1 km E,Volokovaya,,RUS,,,,,N,1,66,29.1,M,48,15.3,E,G,138,Z,,,,,66.485,48.255,19,500,30,G,5,16/34,DIRT,,,,,,,,,,,CIV,,,,Minor airstrip; exact location uncertain.,
Usinsk,,8 km W,Usinsk,Komi,RUS,,UUYS,,C,M,5,66,0.3,N,57,22,E,,262,,,,,,66.005,57.3667,21,2502,40,,157,14/32,ASPH,,,,,,,,,,,CIV,,,,Services medium-size airliners.,
Kharuta,,,,,RUS,,,,,x,,66,51,N,59,32,E,X,,,,,,,66.85,59.5333,,650,60,,,Jul-25,DIRT,,,,,,,,,,,CIV,,,,,
Petrun,,55 km NE,Inta,,RUS,,,,,N,2,66,28.1,N,60,45.5,E,G,249,O,,,,,66.4683,60.7583,22,650,50,G,91,Jul-25,DIRT,,,,,,,,,,,CIV,,,,Minor dirt airstrip.,
Inta,,2 km N,Inta,Komi,RUS,,UUYI,,,M,5,66,3.3,N,60,6.6,E,G,184,,,,,,66.055,60.11,22,1450,40,,43,Feb-20,CONC,,,,,,,,,,,CIV,,,,"Services small transport aircraft.  Elevation given as 46 m (ONC, 1988).",
Salekhard,"Salehard, Salehard North",7 km N,Salekhard,Tyumenskaya,RUS,,USDD,,CD,M,6,66,35.5,N,66,36.7,E,D,217,D,,,,,66.5917,66.6117,22,2718,46,D,61,Apr-22,CONC,,,,,,,,,,,CIV,,,,"Primarily a civilian airfield, handling medium-sized airliners.  No military features.  Emergency airfield for cross-polar route.",
Yar-Salye,,,,,RUS,,USDR,,,x,,66,52,N,70,51,E,X,33,,,,,,66.8667,70.85,,760,70,,171,15/33,DIRT,760,70,,178,,,16/34,DIRT,,,CIV,,,,,
Nyda,,,,,,,USMA,,,x,,66,38,N,72,55,E,X,,,,,,,66.6333,72.9167,,,,,,,,,,,,,,,,,,,,,,Poor Google imagery; indeterminate.,
Novy Urengoy,Yevoyakha River (US),4 km SW,Novy Urengoy,Tyumenskaya,RUS,,USMU,,,M,6,66,4.1,N,76,31.3,E,,210,,,,,,66.0683,76.5217,21,2550,46,,109,Sep-27,CONC,,,,,,,,,,,CIV,,,,Handles medium-sized airliners.  Ample tarmac space and well-maintained.,
Svetlogorsk,,11 km S,Svetlogorsk,Krasnoyarskiy,RUS,,UOIG,,,M,4,66,50.4,N,88,24.2,E,,394,,,,,,66.84,88.4033,15,1650,32,,87,Jul-25,CONC,,,,,,,,,,,CIV,,,,Handles small transport aircraft.  Extremely spartan layout with one perpendicular taxiway to parking area.,
Polyarny/Novyy,"Udachnaya (US), Poliarny (US)",1 km W,Novyy,Yakutia,RUS,,UERP,,CD,M,5,66,24,N,112,2,E,D,1670,D,,,,,66.4,112.0333,-8,3100,42,D,164,17/35,CONC,,,,,,,,,,,CIV,,,,Services all types of aircraft.  Built on 4000 x 190 m gravel base; first 100 m of runway unusable for takeoff.  Emergency airfield for the cross-polar route.,
Bakhany,,2 km SW,Bakhany,,RUS,,,,,N,,66,0.3,N,123,37.6,E,G,249,G,,,,,66.005,123.6267,,800,20,,177,,CONC,,,,,,,,,,,CIV,,,,Small civilian airfield serving the Lena River town of Bakhaynay.,
Zhigansk,Zhygansk,3 km N,Zhigansk,Yakutia,RUS,4,UEVV,,CD,N,3,66,47.6,N,123,21.9,E,,292,?,210,T90,,,66.7933,123.365,-16,1800,25,,162,,GRAV,,,,,,,,,,,CIV,,,,Services small transport aircraft.,
Yunkyur,,2 km E,Yunkyur,,RUS,4,,,,N,,66,33.2,N,132,57.7,E,G,850,T90,,,,,66.5533,132.9617,,650,20,G,16,,GRAV,,,,,,,,,,,CIV,,,,Small civilian airstrip.,
Moma,Khonuu East,1 km W,Honuu,Yakutia,RUS,,UEMA,,,M,3,66,27,N,143,15.8,E,,656,?,659,T90,,,66.45,143.2633,-15,1800,75,,145,16/34,CONC,,,,,,,,,,,CIV,,,,Handles small transport aircraft.  Extremly spartan layout (one ramp with right-angle taxiway to it). [Honuu],
Buorsysy,,1 km S,Buor-Sysy,,RUS,,,,,N,,66,28.6,N,143,2.8,E,G,600,T90,,,,,66.4767,143.0467,,550,30,G,142,,GRAV,,,,,,,,,,,CIV,,,,Small airstrip serving the small town of Buor-Sysy.,
Baimka,,1 km NW,Baimka,,RUS,,,,,N,1,66,32.7,N,164,15.3,E,G,951,T,,,,,66.545,164.255,-5,400,25,G,159,16/34,DIRT,,,,,,,,,,,CIV,,,,Minor civilian airstrip servicing Baimka valley region.,
Zaliv Kresta,"Krest Bay, Egvekinot (US)",,,,RUS,,UHME,,,N,2,66,21.5,N,179,6.4,E,,20,,,,,,66.3583,179.1067,4,1350,60,,179,17/35,DIRT,,,,,,,,,,,CIV,,,,Small civilian airstrip.,
Ponchi,,10 km W,Tungozero,,RUS,,,,,M,0,65,46,N,30,58.3,E,,466,G,,,,,65.7667,30.9717,,2500,30,G,59,,CONC,,,,,,,,,,,???,,,,Purpose of airfield unknown due to poor satellite resolution.  Appeared on 1974 GNC-3 chart.,
Kalevala,,3 km NW,Kalevala,,RUS,,ULPK,,C,N,,65,12.6,N,31,8.1,E,G,377,C,500,T04,,,65.21,31.135,11,650,30,C,36,Feb-20,ASPH,,,,,,,,,,,CIV,,,,Very small airfield serving the town of Kalevala.,
Engozero,,47 km SE,Louhi,,RUS,,,,,a,0,65,52,N,33,56,E,,335,,,,,,65.8667,33.9333,13,2000,20,,94,,?,,,,,,,,,,,???,,,,Not much left except bare dirt.  Appeared on 1970s-era GNC charts.  Poor satellite imagery makes it impossible to determine what the purpose of this airfield was.,
Solovki,Kreml,1 km E,Solovki,,RUS,4,ULAS,,C,M,,65,1.8,N,35,44,E,G,39,C,50,T04,,,65.03,35.7333,13,1000,28,C,111,,ASPH,,,,,,,,,,,CIV,,,,Small civilian airport with paved asphalt runway and capable of handling the Tu-134 and other small passenger jets.,
Verkhnyaya Zolotista,,,,,RUS,4,,,,x,,65,43,N,40,23,E,,,,,,,,65.7167,40.3833,16,,,,,,,,,,,,,,,,,,,,,Poor Google imagery; indeterminate.,
Megra,,,,,RUS,,,,,M,,65,47.9,N,41,55.8,E,G,240,T82,,,,,65.7983,41.93,,500,20,G,83,,CONC,,,,,,,,,,,MIL,,H,,Well-maintained small airstrip; probably a helicopter operating location.,
Soyana,,,,,RUS,4,,,,N,,65,47,N,43,23.1,E,x,80,T82,,,,,65.7833,43.385,17,650,50,A,50,Mar-21,DIRT,,,,,,,,,,,CIV,,,,Position and heading are approximate due to inferior satellite imagery.,
Sovpol'e,Chizhgora,,,,RUS,,ULBS,,,N,,65,17.8,N,43,56.3,E,,66,C,,,,,65.2967,43.9383,,650,60,C,155,14/32,GRAV,,,,,,,,,,,CIV,,,,,
Mezen,,4 km N,Mezen,Arkhangelskaya,RUS,,ULAE,,,M,3,65,52.7,N,44,12.9,E,G,80,T82,46,?,,,65.8783,44.215,17,1450,33,,151,13/31,CONC,700,,,150,,,,DIRT,300,330,CIV,,,,Handles small transport planes.,
Moseevo,,300 km NE,Arkhangelsk,,RUS,,ULAJ,,,N,1,65,46.4,N,46,12.2,E,,98,,,,,,65.7733,46.2033,18,650,50,,89,Aug-23,DIRT,,,,,,,,,,,CIV,,,,Minor dirt airstrip.,
Safonovo,,1 km W,Safonovo,,RUS,4,ULAK,,,N,,65,40.3,N,47,40.8,E,G,330,T82,,,,,65.6717,47.68,18,650,60,,351,Feb-20,DIRT,,,,,,,,,,,CIV,,,,Runway heading uncertain due to poor satellite imagery.,
Ust-Tsylma,Ust-Tsilma,2 km E,Ust-Tsylma,Komi,RUS,,UUYX,,C,M,3,65,26.3,N,52,12,E,,262,,,,,,65.4383,52.2,19,1332,32,,169,15/33,CONC,,,,,,,,,,,CIV,,,,Small transport aircraft serviced.  Bare-bones utilitarian layout.,
Izhma,Izhma Northeast (US),3 km NE,Izhma,Komi,RUS,,UUYV,,,M,3,65,1.9,N,53,58.2,E,,230,,,,,,65.0317,53.97,20,1350,30,,10,,CONC,,,,,,,,,,,CIV,,,,Handles small airliners.,
Pechora/Kamenka,"Kamenka, Berezovka",27 km W,Pechora,Komi,RUS,9,,,,M,8,65,3.2,N,56,40.4,E,H,299,O,,,,,65.0533,56.6733,20,2850,50,H,173,15/33,CONC,,,,,,,,,,,MIL,,E,,"This airfield has served primarily as an AWACS operations base for the Arctic regions.  The airfield has about 12 hardstands, small tarmacs.  The runway is only marked out to 2850 m with a 150 m threshold.  The 144 OAPDRLO flew the A-50 Mainstay starting in 1989.",
Pechora/Civil,,5 km SW,Pechora,Komi,RUS,9,UUYP,,,M,5,65,7.2,N,57,7.9,E,H,197,,,,,,65.12,57.1317,20,1800,40,H,0,16/34,ASPH,,,,,,,,,,,CIV,,,,Accommodates small transports.,
Nadym,Nadym South (US),9 km SE,Staryy Nadym,Tyumenskaya,RUS,,USMM,,CD,M,6,65,28.8,N,72,42,E,,49,,,,,,65.48,72.7,21,2548,44,,160,13/32,CONC,,,,,,,,,,,CIV,,,,Handles large airliners (up to Il-62 and Il-86).,
Medvezhye,,1 km E,Medvezhye,,RUS,,USMD,,,N,,65,51,N,74,31.7,E,G,0,,,,,,65.85,74.5283,21,1500,50,,48,,DIRT,,,,,,,,,,,CIV,,,,"Major dirt airstrip with several pads.  Appears that a concrete runway may have been present, possibly up to 2200 m long.",
Pravaya Khetta-Pangody,,98 km NE,Nadym,,RUS,,,,,M,5,65,50.9,N,74,31.2,E,,115,,,,,,65.8483,74.52,21,2150,40,,42,,GRAV,,,,,,,,,,,MIL,,,,Unknown purpose.  There are eight pads for aircraft.  However the layout does not indicate that the airfield was paved.  This is a good candidate for examining declassified Corona or other imagery.,
Urengoy,,3 km E,Urengoy,,RUS,,USDU,,,M,3,65,57.5,N,78,26.2,E,,52,,,,,,65.9583,78.4367,20,2500,30,,23,,GRAV,,,,,,,,,,,CIV,,,,Civilian airfield.,
Krasnoselkup,,2 km N,Krasnoselkup,Yamalo-Nenetskiy,RUS,,USDP,,,M,3,65,43,N,82,27.3,E,,102,,,,,,65.7167,82.455,18,2250,100,,9,17/35,?,,,,,,,,,,,CIV,,,,Accommodates small transport aircraft.,
Turukhansk,,2 km W,Turukhansk,Krasnoyarskiy,RUS,,UOTT,,CD,M,4,65,48,N,87,55.8,E,,128,,,,,,65.8,87.93,14,1800,28,,139,Dec-30,CONC,,,,,,,,,,,CIV,,,,Services medium-size airliners.,
Aykhal,,3 km NE,Aykhal,Yakutia,RUS,,UERA,,,N,3,65,57.1,N,111,33.2,E,,2133,,,,,,65.9517,111.5533,8,2100,25,,160,,GRAV,,,,,,,,,,,CIV,,,,Handles small transports.,
Kara-Tas,,200 km N,Tompo,,RUS,,,,,N,,65,41.3,N,135,25.5,E,G,2402,T90,,,,,65.6883,135.425,,950,20,G,131,,GRAV,,,,,,,,,,,CIV,,,,"Very small utilitarian runway in remote area, crossing a road.",
Sasyr,,1 km NW,Sasyr,,RUS,,,,,N,,65,10.1,N,147,4.4,E,G,2005,T90,,,,,65.1683,147.0733,,1700,20,G,179,,GRAV,,,,,,,,,,,,,,,Small utilitarian airfield.,
Zyryanka (Original Airport),Zyryankska,1 km N,Zyryanka,,RUS,,UESU,,CD,N,2,65,44.8,N,150,53.3,E,,141,T97,,,,,65.7467,150.8883,-12,1700,20,,147,,GRAV,,,,,,,,,,,CIV,,,,Airfield near Zyryanka; difficult to ascertain exact position on satellite.  Some buildings still remain.  Connected Alaska to Oimyakon during WWII Lend-Lease.,
Zyryanka West,,8 km W,Zyryanka,,RUS,,,,,N,1,65,44.2,N,150,42.3,E,,180,T97,,,,,65.7367,150.705,-12,1800,20,,26,,CONC,,,,,,,,,,,CIV,,,,Small airstrip west of Zyryanka; no buildings noted.,
Glukharinyy,,1 km NE,Glukharinyy,,RUS,,,,,N,,65,0.1,N,153,5.8,E,G,1001,T97,,,,,65.0017,153.0967,,800,30,G,4,,GRAV,,,,,,,,,,,CIV,,,,"Minor airfield serving Siberian mining town of Glukharinyy.  Appears airfield may have originally had a 1750 x 200 m gravel runway, however it has seriously deteriorated.",
Shcherbakovo,Omolon,1 km NE,????,,RUS,4,UHMN,,,N,2,65,14.3,N,160,32.6,E,G,600,T97,,,,,65.2383,160.5433,-7,1900,30,G,128,14/32,GRAV,,,,,,,,,,,CIV,,,,Small civilian gravel airfield.,
Lamutskoye,,2 km N,Lamutskoye,,RUS,,,,,N,2,65,32.3,N,168,50.8,E,G,502,T,,,,,65.5383,168.8467,-2,650,30,G,125,13/31,GRAV,,,,,,,,,,,CIV,,,,Small civilian airstrip with gravel parking apron.  Services upper Anadyr River region.,
Otrozhnoye Ice Strip,,35 km SE,Ust-Belaya,,RUS,,,,,N,,65,12.5,N,173,33.7,E,G,20,G,,,,,65.2083,173.5617,,1000,30,,73,,ICE,,,,,,,,,,,CIV,,,,Appears to be a small ice strip on an enclosed lake.  Indicated on 1977 GNC-6 chart.,
Uel Kal,Vel Kal,3 km SW,Uel Kal,,RUS,,,,,N,1,65,30.7,N,179,18.5,W,G,3,G,,,,,65.5117,-179.3083,,750,60,G,34,,GRAV,,,,,,,,,,,CIV,,,,Small gravel airstrip along seashore.  During the 1950s Uel Kal was suspected of being a candidate for construction of a major Soviet bomber staging base.,
Bukhta Rudder,,,,,RUS,,,,,x,,65,24,N,175,52,W,N,,,,,,,65.4,-175.8667,,,,,,,,,,,,,,,,,,,,,,"Airfield is shown on 1977 GNC-6 chart, but no clear location found on satellite imagery (poor quality).",
Lavrentiya,,1 km S,Lavrentiya,,RUS,,UHML,,C,M,3,65,34.8,N,170,59.8,W,G,30,T,,,,,65.58,-170.9967,11,1190,25,G,154,14/32,ASPH,,,,,,,,,,,CIV,,,,"Small airstrip with tarmac, almost in center of town of Lavrentiya.",
Kostomuksha,,,,,RUS,,,,,N,,64,37.1,N,30,41.3,E,G,679,C,,,,,64.6183,30.6883,,620,21,C,94,,GRAV,,,,,,,,,,,CIV,,,,,
Poduzhemye,"Kem/Uzhmana (DoD), Kem-Uzhmana (DoD), Uzhmana (DoD)",16 km W,Kem,Karelia,RUS,,,,,M,5,64,55.1,N,34,15.9,E,G,210,T04,157,?,,,64.9183,34.265,13,2500,45,H,99,,CONC,,,,,,,,,,,MIL,PVO,I,,"Interceptor airfield which became operational in 1957.  The 265 IAP flew Su-15 and Su-27 aircraft as late as the 1990s.  Pilots Slabodchikov, Yu. Novozhilov, A. Genberg, and Kerefov in aircraft from this base forced a Korean Airlines 707 down in 1978.  The airfield appears to be in a serious condition of decay and is likely not operational.",
Letnyaya Zolotitsa,,,,,RUS,3,,,,N,,64,57.6,N,36,49.8,E,G,16,C,,,,,64.96,36.83,14,600,60,C,29,Feb-20,DIRT,,,,,,,,,,,CIV,,,,Very poor image quality but position is confirmed by images posted on the Internet.,
Lopshenga,,,,,RUS,,ULBL,,,x,,64,59,N,37,41,E,C,49,C,,,,,64.9833,37.6833,14,650,60,C,12,18/36,GRAV,,,,,,,,,,,CIV,,,,Very small gravel airstrip with tiny ramp.  Poor quality Google imagery.,
Pertominsk,,75 km NW,Severodvinsk,Arkhangelskaya,RUS,,ULAT,,C,N,3,64,47.5,N,38,20.2,E,G,15,T82,,,,,64.7917,38.3367,14,650,60,G,154,14/32,CONC,,,,,,,,,,,CIV,,,,Small civilian airfield with parking apron.,
Arkhangelsk/Talagi,Talaghy,11 km NE,Arkhangelsk,Arkhangelskaya,RUS,,ULAA,,CD,M,7,64,36,N,40,43,E,D,62,"T82,D",,,,,64.6,40.7167,15,2500,44,D,97,Aug-26,ASPH,,,,,,,,,,,MIL/CIV,PVO,I,,"Talagi, which opened in 1963, contains considerable tarmac space, very large hangars, and is primarily a civilian airport.  The 518 IAP operated Tu-128 interceptor aircraft starting around 1966 through the early 1980s, then upgraded to MiG-31 aircraft in the 1980s.  The regiment interacted with Tu-126 from Siaulyay.",
Arkhangelsk/Keg Ostrov,,3 km W,Arkhangelsk,Arkhangelskaya,RUS,,,,,N,3,64,32.3,N,40,27.4,E,G,30,T82,,,,,64.5383,40.4567,15,1100,20,G,137,Dec-30,DIRT,,,,,,,,,,,CIV,,,,Minor general aviation airfield.,
Arkhangelsk/Vaskovo,Vaskovo,13 km SW,Arkhangelsk,Arkhangelskaya,RUS,,ULAH,,C,M,5,64,26.5,N,40,25.4,E,C,82,C,,,,,64.4417,40.4233,15,2441,32,C,138,13/31,CONC,,,,,,,,,,,CIV,,,,Utility airfield,
